TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,table_userdata,table_remarks,COLUMN_NAME,DATA_TYPE,TYPE_NAME,OA_LENGTH,OA_PRECISION,OA_NULLABLE,col_userdata,col_remarks
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,acctname,-9,VARCHAR2,120,93,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,acctnumber,-9,VARCHAR2,120,60,1,SV--------------|None,Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,legalname,-9,VARCHAR2,800,400,1,SV--------------|None,Legal Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,locale,-9,VARCHAR2,40,20,1,SV--D-----------|Multi-Language,Language
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,account,-5,BIGINT,8,38,1,SV--D-----------|Accounting,Account
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,accountingbook,-5,BIGINT,8,38,1,SV--D-----------|Adjustment Only Books,Accounting Book
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,accountingperiod,-5,BIGINT,8,38,1,SV--D-----------|None,Accounting Period
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,amount,8,DOUBLE,8,38,1,SV--------------|None,Amount
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,department,-5,BIGINT,8,38,1,SV--D-----------|Departments,Department
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,iscustomglline,-8,CHAR,2,1,1,SV--------------|Custom GL Lines,Custom GL
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountPeriodActivity,SV--------------|Accounting,Account Period Activity,subsidiary,-5,BIGINT,8,38,1,SV--D-----------|Subsidiaries,Subsidiary
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,account,-5,BIGINT,8,38,1,SV--D-----------|None,Account
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,accountingbook,-5,BIGINT,8,38,1,SV--D-----------|None,Accounting Book
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,class,-5,BIGINT,8,38,1,SV--D-----------|Classes,Class
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,closedate,93,TIMESTAMP,7,7,1,SV--------------|None,Close Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,department,-5,BIGINT,8,38,1,SV--D-----------|Departments,Department
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,documentnumber,-9,VARCHAR2,276,138,1,SV--------------|None,Document Number/ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,duedate,93,TIMESTAMP,7,7,1,SV--------------|None,Due Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,entity,-5,BIGINT,8,38,1,SV--D-----------|None,Vendor
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,fromdate,93,TIMESTAMP,7,7,1,SV--------------|None,Date From
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,id,-9,VARCHAR2,576,288,1,SV--------------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,location,-5,BIGINT,8,38,1,SV--D-----------|Locations,Location
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,memo,-9,VARCHAR2,8000,4000,1,SV--------------|None,Memo
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,openbalance,8,DOUBLE,8,38,1,SV--------------|None,Amount
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,subsidiary,-5,BIGINT,8,38,1,SV--D-----------|None,Subsidiary
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,subsidiarybookcurrency,-5,BIGINT,8,38,1,SV--D-----------|None,Subsidiary Book Currency
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,transaction,-5,BIGINT,8,38,1,SV--D-----------|None,Transaction
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,transactiondate,93,TIMESTAMP,7,7,1,SV--------------|None,Transaction Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,transactionline,-5,BIGINT,8,38,1,SV--D-----------|None,Transaction Line
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountsPayableAging,SV--------------|None,Accounts Payable Aging,transactiontype,-9,VARCHAR2,16,8,1,SV--D-----------|None,Transaction Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountSubsidiaryMap,SV--------------|Subsidiaries,Subsidiary account map,account,-5,BIGINT,8,38,1,SV--D-----------|None,Account
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountSubsidiaryMap,SV--------------|Subsidiaries,Subsidiary account map,subsidiary,-5,BIGINT,8,38,1,SV--D-----------|None,Subsidiary
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,balancesheet,-8,CHAR,2,1,1,SV--------------|None,Balance Sheet
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,defaultcashflowratetype,-9,VARCHAR2,62,10,1,SV--D-----------|None,Default Cast Flow Rate Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,defaultgeneralratetype,-9,VARCHAR2,62,10,1,SV--D-----------|None,Default Gerenal Rate Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,defaultlongname,-9,VARCHAR2,256,128,1,SV--------------|None,Default Long Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,eliminationalgo,-9,VARCHAR2,62,16,1,SV--------------|None,Elimination Algorithm
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,id,-9,VARCHAR2,24,12,1,SV--D-----------|None,ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,includeinrevaldefault,-8,CHAR,2,1,1,SV--------------|None,Default Include in Revaluation
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,internalid,-5,BIGINT,8,38,1,SV--------------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,left,-8,CHAR,2,1,1,SV--------------|None,Left
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,longname,-9,VARCHAR2,1998,999,1,SV--------------|None,Long Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,seqnum,-5,BIGINT,8,38,1,SV--------------|None,Sequence Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,accountType,SV--------------|Accounting,Account Type,usercanchangerevaloption,-8,CHAR,2,1,1,SV--------------|None,User can change reval option
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,activity,-5,BIGINT,8,38,1,SV--D-----------|None,Activity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,bom,-5,BIGINT,8,38,1,SV--D-----------|Advanced Bill of Materials,Bill of Materials
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,bomrevision,-5,BIGINT,8,38,1,SV--D-----------|Advanced Bill of Materials,Bill of Materials Revision
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,company,-5,BIGINT,8,38,1,SV--D-----------|None,Company
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,completeddate,93,TIMESTAMP,13,0,1,SV--------------|None,Completed Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,contact,-5,BIGINT,8,38,1,SV--D-----------|None,Contact
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,createddate,93,TIMESTAMP,13,0,1,SV--------------|None,Date Created
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,enddate,93,TIMESTAMP,7,7,1,SV--------------|None,End Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,endtime,93,TIMESTAMP,7,7,1,SV--------------|None,End time
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,externalid,-9,VARCHAR2,510,255,1,SV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,id,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,lastmodifieddate,93,TIMESTAMP,13,0,1,SV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,relateditem,-5,BIGINT,8,38,1,SV--D-----------|None,Item
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,reminderminutes,-5,BIGINT,8,38,1,SV--D-----------|None,Reminder Minutes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,remindertype,-9,VARCHAR2,10,5,1,SV--D-----------|None,Reminder type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,startdate,93,TIMESTAMP,7,7,1,SV--------------|None,Start Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,starttime,93,TIMESTAMP,7,7,1,SV--------------|None,Start Time
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,status,-9,VARCHAR2,24,12,1,SV--D-----------|None,Status
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,timedevent,-8,CHAR,2,1,1,SV--------------|None,Timed Event
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,title,-9,VARCHAR2,512,256,1,SV--------------|None,Title
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,transaction,-5,BIGINT,8,38,1,SV--D-----------|None,Transaction
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Activity,SV--------------|None,Activity,type,-9,VARCHAR2,22,11,1,SV--D-----------|None,Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,ActivityEventFile,SV--------------|None,Files,event,-5,BIGINT,8,38,1,SV--D-----------|None,Event
"Built Brands, LLC",Developer - SuiteAnalytics Connect,ActivityEventFile,SV--------------|None,Files,file,-5,BIGINT,8,38,1,SV--D-----------|None,File
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AddressBook,SV--------------|None,Address Book,addressname,-9,VARCHAR2,300,4000,1,SV---C----------|None,Address Book
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AddressBook,SV--------------|None,Address Book,internalid,-5,BIGINT,8,38,1,SH--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,addressType,SV--------------|None,Address Type,description,-9,VARCHAR2,200,100,1,SV--------------|None,Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,addressType,SV--------------|None,Address Type,key,-9,VARCHAR2,2,1,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,code,-9,VARCHAR2,256,128,1,SV--------------|None,Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,inactive,-8,CHAR,2,1,1,SV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,key,-5,BIGINT,8,38,1,SV--D-----------|None,ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,name,-9,VARCHAR2,256,128,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,sequencenumber,-5,BIGINT,8,38,1,SV--------------|None,Sequence Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdmissibilityPackageType,SV--------------|None,Admissibility Package Type,shipper,-9,VARCHAR2,128,64,1,SV--------------|None,Carrier
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,customrecordtype,-5,BIGINT,8,38,1,SV--D-----------|None,Custom Record Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,customtransactiontype,-5,BIGINT,8,38,1,SV--D-----------|None,Custom Transaction Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,id,-5,BIGINT,8,38,1,SV--D-----------|None,ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,inactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,name,-9,VARCHAR2,594,297,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,preferred,-9,VARCHAR2,2,1,1,SV--------------|None,Preferred
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,printtype,-9,VARCHAR2,40,20,1,SV--D-----------|None,Printing Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,savedsearch,-5,BIGINT,8,38,1,SV--D-----------|None,Saved Search
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,scriptid,-9,VARCHAR2,198,99,1,SV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvancedPdfTemplate,SH--------------|Advanced PDF/HTML Templates,Advanced PDF/HTML Template,trantype,-9,VARCHAR2,16,8,1,SV--D-----------|None,Transaction Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,accountingbook,-5,BIGINT,8,38,1,SV--D-----------|Adjustment Only Books,Accounting Book
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,approvalstatus,-5,BIGINT,8,38,1,SV--D-----------|None,Approval Status
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,approved,-9,VARCHAR2,2,1,1,SV--------------|None,Approved
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,class,-5,BIGINT,8,38,1,SV--D-----------|Classes,Class
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,createdby,-5,BIGINT,8,38,1,SV--D-----------|None,Created By
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,createddate,93,TIMESTAMP,13,0,1,SV--------------|None,Date Created
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,credittotal,8,DOUBLE,8,38,1,SV---C----------|None,Total Credits
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,cseg_bb_mktg_exp,-5,BIGINT,8,38,1,CV--D-----------|None,Marketing Expense
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AdvIntercompanyJournalEntry,SVMD------------|Subsidiaries,Advanced Intercompany Journal,cseg_bb_sales_chann,-5,BIGINT,8,38,1,CV--D-----------|None,Sales Channel
